Ваш курс,Ваш факультет,Ваша форма обучения,Ваш пол,"Поступили ли вы туда, куда сами хотели?",Имеется ли у вас интерес к профессии?,Работаете ли вы по профессии?,Почему вы учитесь в БГУИРе?,Посещаете ли вы лекции?,Ощущаете ли вы нехватку возможности выбирать интересующие вас предметы для изучения? ,Сдаёте ли вы чужие работы?,"Если сдаёте чужие работы, то почему?",Желаете ли вы продолжить обучение с целью получения знаний после выпуска?,Есть ли у вас желание уехать из РБ?,"С вашей точки зрения, уровень загруженности и объём информации по учёбе","Ситуация, когда предмет интересный, а подача плохая, возникает","Ситуация, когда предмет кажется бесполезным, возникает","Эмоции, которые вы получаете от всех частей учебного процесса, скорее","Прямо сейчас у вас есть выбор: получить диплом и выпуститься, или же остаться и доучиться. В обоих случаях армия (для мужчин) и распределение по вашему желанию, место для жилья в Минске вам обеспечено. Ваш диплом и диплом человека, который останется и дослушает все курсы, не будет отличаться. Ваши действия?",И напоследок: опишите БГУИР парой слов или одним предложением,Хотите ещё что-нибудь добавить?
3,ФКСиС,Платная,Мужской,"Университет - да, специальность - было без разницы",Да,"Да, со 2 курса","Нужен диплом, Друзья/знакомые/мнение родителей",Практически не посещаю,Нет,"Да, но редко","Нехватка времени, Отсутствие интереса к предмету",Затрудняюсь ответить,"Возможно, когда-нибудь уеду",Нормальный,Очень редко или никогда,Иногда,Нейтральные,Получить диплом и выпуститься,Знания и стиль жизни,
1,ФКСиС,Платная,Женский,"Да, и университет, и специальность",Да,Нет,Нужен диплом,"Да, стараюсь посещать по возможности все",Нет,"Да, но крайне редко",Нехватка времени,Нет,Не собираюсь уезжать,Слишком большой,Иногда,Иногда,Нейтральные,Доучиться,"Университет, который даёт понять, что всё зависит от самообразования",
1,ФКСиС,Бюджетная,Мужской,"Да, и университет, и специальность",Да,Нет,Считаю БГУИР хорошим местом для получения знаний,Практически не посещаю,Нет,Сдаю только свои работы,,Затрудняюсь ответить,"Возможно, когда-нибудь уеду",Нормальный,Очень часто или постоянно,Редко,Позитивные,Доучиться,"ФКСиС ТАЩИТ, ФРЭ не КСиС",
3,ФКП,Бюджетная,Мужской,"Университет - да, специальность - было без разницы",Да,Нет,"Нужен диплом, Отсрочка от армии, Друзья/знакомые/мнение родителей","Да, но только то, что интересно",Да,"Да, но редко","Нехватка времени, Отсутствие интереса к предмету",Затрудняюсь ответить,Есть желание уехать,Нормальный,Часто,Часто,Нейтральные,Доучиться,"БУГОР, старые преподы, много ненужного",
1,ИЭФ,Платная,Женский,"Да, и университет, и специальность",Да,Нет,Нужен диплом,"Да, стараюсь посещать по возможности все",Да,"Да, но крайне редко","Нехватка времени, Отсутствие интереса к предмету","Да, в другом месте",Не собираюсь уезжать,Слишком большой,Часто,Иногда,Позитивные,Получить диплом и выпуститься,"Много устаревшей и ненужной информации, скучно ",
2,ФКСиС,Платная,Женский,"Да, и университет, и специальность",Да,Нет,Нужен диплом,"Да, стараюсь посещать по возможности все",Да,"Да, но крайне редко","Нехватка времени, Отсутствие интереса к предмету, Не хватает знаний выполнить самостоятельно",Нет,Есть желание уехать,Слишком большой,Очень часто или постоянно,Очень часто или постоянно,Нейтральные,Получить диплом и выпуститься,Элитка,
1,ФРЭ,Бюджетная,Мужской,"Университет - да, специальность - нет",Нет,Нет,Считаю БГУИР хорошим местом для получения знаний,"Да, стараюсь посещать по возможности все",Да,"Да, но редко","Нехватка времени, Отсутствие интереса к предмету",Затрудняюсь ответить,"Возможно, когда-нибудь уеду",Нормальный,Часто,Иногда,Нейтральные,Получить диплом и выпуститься,хорошего понемногу,
1,ФКСиС,Бюджетная,Мужской,"Да, и университет, и специальность",Да,Нет,Считаю БГУИР хорошим местом для получения знаний,"Да, стараюсь посещать по возможности все",Нет,Сдаю только свои работы,Нехватка времени,Затрудняюсь ответить,Затрудняюсь ответить,Нормальный,Иногда,Редко,Нейтральные,Доучиться,Я учил меня экзаменовали,
3,ФКП,Бюджетная,Мужской,"Да, и университет, и специальность","Был до поступления, но пропал",Нет,"Отсрочка от армии, Общежитие/возможность проживать в Минске","Да, но только то, что интересно",Да,"Да, но редко","Отсутствие интереса к предмету, Не хватает знаний выполнить самостоятельно","Да, в БГУИР",Есть желание уехать,Нормальный,Иногда,Иногда,Позитивные,Получить диплом и выпуститься,Хорошие люди,Кря
1,ФИТУ,Бюджетная,Женский,"Да, и университет, и специальность",Да,Нет,Считаю БГУИР хорошим местом для получения знаний,"Да, стараюсь посещать по возможности все",Да,"Да, но крайне редко",Не хватает знаний выполнить самостоятельно,Затрудняюсь ответить,"Возможно, когда-нибудь уеду",Слишком большой,Иногда,Редко,Позитивные,Доучиться,"Превосходная атмосфера, дружный факультет, иногда бывает, что преподы убогие (Но от этого не убежать)",
2,ФИК,Бюджетная,Мужской,"Университет - да, специальность - было без разницы","Был до поступления, но пропал",Нет,Нужен диплом,Практически не посещаю,Да,"Да, но редко",Отсутствие интереса к предмету,Нет,Не собираюсь уезжать,Слишком большой,Часто,Часто,Нейтральные,Получить диплом и выпуститься,"Помянем министерство образования,которое могло часы для гуманитарных предметов поменять на часы предназначенные для тех. дисциплин.",
2,ФКСиС,Платная,Мужской,"Да, и университет, и специальность",Затрудняюсь ответить,"Да, со 2 курса",Общежитие/возможность проживать в Минске,Практически не посещаю,Да,"Да, практически всегда",Отсутствие интереса к предмету,Нет,Не собираюсь уезжать,Нормальный,Часто,Очень часто или постоянно,Нейтральные,Получить диплом и выпуститься,Заебать бухать,и ебацца
1,ФКП,Платная,Мужской,"Университет - да, специальность - было без разницы",Да,"Да, с 1 курса","Нужен диплом, Отсрочка от армии",Практически не посещаю,Да,"Да, но редко",Отсутствие интереса к предмету,Нет,Есть желание уехать,Слишком большой,Очень часто или постоянно,Очень часто или постоянно,Негативные,Получить диплом и выпуститься,Советский колледж с замахом на универ. ,"БГУИР мог бы быть хорошим универом. Если бы основной идеей не была мысль: ""это не предмет/препод плохие, а студенты лентяи"""
1,ИЭФ,Платная,Женский,"Да, и университет, и специальность","Был до поступления, но пропал",Нет,"Нужен диплом, Друзья/знакомые/мнение родителей","Да, но только то, что интересно",Да,"Да, но редко","Нехватка времени, Отсутствие интереса к предмету","Да, в другом месте","Возможно, когда-нибудь уеду",Слишком большой,Часто,Часто,Негативные,Доучиться,Зачем я сюда поступила...,
3,ФКСиС,Бюджетная,Женский,"Да, и университет, и специальность",Да,"Да, с 3 курса","Считаю БГУИР хорошим местом для получения знаний, Нужен диплом",Практически не посещаю,Да,"Да, часто","Нехватка времени, Отсутствие интереса к предмету",Нет,"Возможно, когда-нибудь уеду",Нормальный,Часто,Часто,Негативные,Получить диплом и выпуститься,IT,
2,ФИТУ,Бюджетная,Мужской,"Да, и университет, и специальность",Да,Нет,Нужен диплом,"Да, стараюсь посещать по возможности все",Да,Сдаю только свои работы,,Нет,Есть желание уехать,Нормальный,Иногда,Часто,Нейтральные,Получить диплом и выпуститься,Лучшее в бгуире - столовка БНТУ,
Магистрант,ФКП,Бюджетная,Мужской,"Университет - да, специальность - нет","Был до поступления, но пропал",Нет,"Отсрочка от армии, Общежитие/возможность проживать в Минске","Да, но только то, что интересно",Да,"Да, но крайне редко","Нехватка времени, Отсутствие интереса к предмету, Не хватает знаний выполнить самостоятельно",Нет,Затрудняюсь ответить,Нормальный,Часто,Иногда,Нейтральные,Получить диплом и выпуститься,"Магистратура - тотальный fail, не поступайте",
1,ФКСиС,Бюджетная,Мужской,"Университет - да, специальность - нет",Затрудняюсь ответить,Нет,Общежитие/возможность проживать в Минске,Практически не посещаю,Да,"Да, часто",Не хватает знаний выполнить самостоятельно,"Да, в другом месте",Затрудняюсь ответить,Слишком большой,Очень часто или постоянно,Очень часто или постоянно,Негативные,Получить диплом и выпуститься,Пузырь,
